id,Tenure Months,Total Charges,Senior Citizen,Partner,Dependents,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Internet Service,Churn_Value
1690,41,4213.35,0,1,0,0,0,1,1,1,1,1,1,2,2,1
1458,59,6252.9,0,1,0,1,1,1,1,1,0,3,1,2,2,1
1046,7,646.85,1,1,0,0,0,0,0,0,1,3,1,2,2,1
4041,53,5043.2,0,1,0,0,1,0,1,0,1,1,0,3,2,0
6203,10,524.5,0,0,0,1,0,0,0,0,0,3,1,1,1,0
587,17,1233.4,1,1,0,0,1,0,0,0,0,3,1,2,2,1
4167,5,392.65,0,0,0,0,0,1,1,1,1,3,0,3,1,0
217,3,307.4,0,0,0,0,1,0,0,1,1,3,1,2,2,1
2510,72,6309.65,0,0,0,1,1,0,1,1,1,2,0,4,1,0
4950,21,985.05,0,0,1,0,0,0,0,0,0,3,0,1,1,0
376,15,1504.05,0,1,0,0,0,1,0,1,1,3,1,2,2,1
1887,72,6369.45,0,1,0,1,1,1,1,1,1,2,1,4,1,0
4346,68,6297.65,0,1,0,0,1,1,1,0,0,2,0,4,2,0
1890,27,1874.45,0,1,0,1,1,1,1,0,0,1,0,1,1,0
5864,14,815.55,0,1,1,1,1,0,0,0,1,2,1,3,1,0
2714,11,775.3,1,1,1,0,0,0,0,0,0,3,1,4,2,0
6757,29,1801.1,0,0,0,1,1,0,1,0,0,3,0,1,1,0
1349,44,4364.1,0,1,0,0,0,0,0,1,1,3,1,2,2,1
3470,72,7550.3,1,1,0,1,1,1,0,0,1,2,1,4,2,0
53,4,179.35,0,1,0,0,0,0,1,0,0,3,0,1,1,1
2156,44,4063,0,0,0,0,0,1,0,0,1,3,1,1,2,0
1622,9,672.55,0,0,0,0,0,0,0,0,0,3,0,2,2,1
1947,38,3605.6,0,0,0,0,0,1,1,1,0,1,0,3,2,0
6044,3,207.4,0,0,0,0,0,0,0,0,0,3,1,1,2,0
480,65,6937.95,0,1,0,1,0,1,1,1,1,2,0,3,2,1
3838,62,5791.85,0,1,1,1,1,0,0,1,0,1,1,4,2,0
1763,7,582.5,0,1,0,0,0,0,0,1,0,3,1,2,2,1
925,31,3019.5,0,1,0,0,1,1,0,1,0,3,0,2,2,1
1521,13,916.75,1,1,0,0,0,0,0,0,0,3,1,2,2,1
6420,50,5231.3,0,1,0,1,0,1,0,1,1,1,1,2,2,0
2990,37,2443.3,0,0,0,1,1,1,1,0,0,1,0,2,1,0
1647,1,76.4,1,1,0,0,1,0,0,0,0,3,1,1,2,1
2798,2,194.55,0,1,0,1,0,0,1,0,0,3,1,2,2,0
300,3,224.05,1,1,0,0,0,0,0,1,0,3,1,2,2,1
1905,25,1752.65,1,1,0,1,0,0,1,1,0,3,1,4,1,0
1795,2,113.55,0,1,1,1,0,0,0,0,0,3,0,1,1,1
1354,9,713.1,0,0,0,0,0,0,0,0,1,3,1,2,2,1
2775,30,2820.65,0,0,0,1,1,1,0,0,0,1,0,3,2,0
750,61,6010.05,0,1,0,0,1,0,0,1,1,3,1,2,2,1
4885,20,1871.15,0,0,0,1,0,1,0,1,0,3,1,3,2,0
1810,9,865.8,0,1,0,1,1,1,0,0,0,3,0,3,2,1
4355,11,580.8,1,0,0,1,0,0,0,0,0,3,1,2,1,0
5756,66,6000.1,0,0,0,0,1,0,0,1,0,1,1,3,2,0
1553,53,5785.5,0,0,0,1,0,1,0,1,1,1,1,4,2,1
2187,52,5376.4,1,1,0,0,1,1,0,1,1,1,1,3,2,0
2953,31,2683.2,0,1,0,0,0,1,0,1,0,3,0,4,2,0
6609,32,3334.9,0,0,0,0,0,1,0,1,1,3,1,2,2,0
4994,56,5471.75,1,1,0,1,1,1,1,0,0,1,0,2,2,0
6710,71,7283.25,0,0,0,1,1,1,0,1,1,2,1,4,2,0
5836,4,249.4,0,0,0,0,0,0,1,1,0,3,1,2,1,0
5795,37,2302.35,0,0,1,1,1,0,1,0,0,2,0,4,1,0
309,7,593.45,0,0,0,0,0,1,0,1,0,3,1,2,2,1
2253,5,302.6,1,1,0,0,0,0,0,0,0,3,0,2,2,0
1398,49,5293.2,0,1,0,0,1,1,1,1,1,2,1,3,2,1
6563,38,2802.3,0,1,1,1,1,1,1,1,0,1,0,2,1,0
69,5,401.1,0,1,0,0,1,0,1,0,0,3,1,2,2,1
1546,2,153.05,0,0,0,0,0,0,0,0,0,3,0,3,2,1
805,2,187.45,1,0,0,0,0,0,0,1,0,3,1,2,2,1
5595,16,1267.95,0,1,1,0,1,0,0,0,0,3,1,4,2,0
3557,69,5420.65,0,1,1,0,0,1,0,0,0,2,1,4,2,0
2215,1,75.1,0,0,0,0,0,0,0,0,0,3,1,2,2,0
5181,64,3399.85,0,1,1,0,1,0,0,0,0,1,1,3,1,0
2259,72,8399.15,1,1,1,1,1,1,1,1,1,2,1,4,2,0
2980,23,2130.55,1,1,1,0,1,1,0,0,1,3,1,3,2,0
789,23,1067.15,0,1,0,0,0,0,0,0,0,1,1,4,1,1
5970,35,1924.1,0,0,0,1,0,0,0,0,0,2,0,1,1,0
4156,55,5073.1,0,1,0,0,1,1,0,1,0,3,1,4,2,0
5015,46,4863.85,1,0,0,0,1,1,0,1,1,3,1,2,2,0
4597,30,2198.9,0,1,0,0,1,1,1,0,1,1,0,3,1,0
3583,35,3452.55,1,1,0,0,0,1,0,1,1,3,0,3,2,0
335,8,632.95,0,1,0,1,0,0,0,0,0,3,0,2,2,1
6057,33,1758.9,0,1,0,0,0,0,1,0,0,1,1,1,1,0
6994,62,4284.2,0,1,0,1,1,1,0,1,0,2,1,4,1,0
6016,64,5629.15,0,1,1,0,0,1,0,0,1,1,0,4,2,0
1821,1,69.7,0,0,0,0,0,0,0,0,0,3,0,3,2,1
4588,43,3161.4,0,0,0,0,0,0,0,0,0,3,1,4,2,0
3640,71,5552.5,0,0,0,0,1,0,0,0,0,1,1,4,2,0
3541,72,8124.2,0,1,0,1,1,1,1,1,1,2,1,4,2,0
855,4,317.25,0,0,0,0,0,0,0,0,1,3,1,2,2,1
6694,70,8152.3,0,1,1,1,1,1,1,1,1,2,1,4,2,0
392,2,102.75,0,0,0,0,1,0,1,0,0,3,1,4,1,1
3022,55,4509.5,0,0,0,0,1,1,0,0,0,3,1,2,2,0
3476,2,109.25,0,0,0,0,0,0,1,0,0,3,1,4,1,0
3291,22,1961.6,1,1,1,0,0,0,0,1,0,3,0,3,2,0
6460,54,5295.7,1,1,0,0,0,1,0,1,1,3,1,4,2,0
1253,65,6979.8,1,1,0,0,1,1,0,1,1,1,1,2,2,1
2950,23,1756.6,0,0,0,0,0,0,1,1,1,1,1,1,1,0
5613,67,6689,0,1,1,1,0,1,1,0,1,1,1,3,2,0
2870,10,735.5,0,0,0,0,0,0,0,0,0,3,0,1,2,0
5172,19,955.6,0,1,1,1,0,0,0,0,0,1,1,3,1,0
5505,52,2535.55,0,0,0,1,0,0,0,0,0,3,1,3,1,0
5203,57,6252.7,0,1,0,0,1,1,1,1,1,1,1,3,2,0
4401,70,6859.05,0,1,0,1,1,1,1,1,1,2,1,4,1,0
578,1,91.3,1,0,0,0,0,0,0,1,1,3,1,2,2,1
6005,20,1859.5,1,1,0,0,0,0,0,1,1,1,1,3,2,0
3942,2,184.15,0,1,1,1,0,0,0,1,1,3,0,2,2,0
3162,72,6827.5,1,1,0,1,1,1,1,0,0,2,1,3,2,0
6987,9,897.75,0,1,1,0,1,1,0,1,1,3,1,4,2,0
2337,7,522.95,0,0,0,0,1,0,0,0,0,3,1,3,2,0
3866,1,44,0,0,0,0,0,0,0,0,0,3,0,2,1,0
2537,71,8310.55,0,1,0,1,1,1,1,1,1,2,1,3,2,0
4026,72,6155.4,0,1,0,1,1,1,1,1,1,2,0,1,1,0
2230,72,8003.8,0,1,0,0,1,1,1,1,1,1,1,3,2,0
1196,12,916.9,0,1,0,0,1,1,0,0,0,3,1,2,2,1
5676,1,74.35,0,0,0,0,1,0,0,0,0,3,0,2,2,0
6881,45,3778.1,1,0,0,1,1,0,1,0,0,3,1,3,2,0
2162,42,3944.5,1,1,0,0,0,0,0,1,1,3,1,2,2,0
3181,65,7108.2,1,0,0,1,0,1,1,1,1,2,1,2,2,0
6224,67,4361.55,0,0,0,1,0,1,0,0,1,2,0,3,1,0
769,20,2239.65,0,1,0,0,1,1,0,1,1,3,1,3,2,1
5212,71,7555,0,1,0,0,1,1,0,1,1,2,1,3,2,0
3286,24,1348.5,0,0,0,1,0,0,1,0,0,3,0,2,1,0
1191,1,69.35,0,0,0,0,0,0,0,0,0,3,1,2,2,1
4584,30,2044.75,0,0,0,1,1,0,1,1,0,1,0,2,1,0
2927,40,2023.55,0,0,0,0,0,1,0,0,0,1,1,1,1,0
1422,13,1008.7,0,0,0,0,0,0,0,0,1,3,1,2,2,1
2192,2,119.5,0,0,0,1,0,1,0,0,0,3,0,2,1,0
5907,72,5986.55,0,1,1,1,0,1,1,1,1,2,1,3,1,0
1842,13,1127.2,1,0,0,0,0,0,0,0,1,3,1,2,2,1
287,17,1622.45,1,1,0,0,0,1,0,1,1,3,1,4,2,1
1371,20,1761.45,0,0,0,0,0,1,0,1,0,3,1,2,2,1
312,1,80.25,0,0,0,0,0,0,0,1,0,3,1,2,2,1
2879,45,3858.05,0,1,0,1,1,1,1,1,1,2,1,1,1,0
1307,61,6405,1,1,0,0,1,1,0,1,1,1,1,4,2,1
76,1,73.6,0,0,0,1,0,0,0,0,0,3,1,1,2,1
3213,72,6929.4,1,1,0,0,1,0,0,1,1,2,0,3,2,0
4238,48,3420.5,0,1,0,0,1,1,0,0,1,1,1,4,1,0
5562,61,5321.25,0,0,0,0,1,1,1,1,1,2,0,4,1,0
3824,56,4534.45,0,0,0,0,1,1,1,1,1,2,1,4,1,0
3933,28,1522.65,0,0,0,1,1,0,0,0,0,3,0,2,1,0
1997,72,6254.45,0,1,0,1,1,1,1,1,1,2,1,3,1,0
3540,52,5481.25,1,1,0,1,0,1,1,1,1,1,1,3,2,0
2721,7,370.4,0,0,0,0,0,0,0,1,0,3,0,1,1,0
2275,34,2647.2,0,1,1,0,0,0,0,0,1,1,1,3,2,0
5752,54,6077.75,1,1,0,0,1,1,1,1,1,2,1,2,2,0
1457,61,6428.4,0,0,0,0,0,1,1,1,1,2,1,2,2,1
123,1,74.35,0,0,0,0,0,0,0,0,0,3,1,2,2,1
3293,1,81.05,0,1,1,0,0,0,0,0,1,3,1,2,2,0
7026,72,7544.3,0,0,0,0,1,1,0,1,1,1,1,2,2,0
588,10,740,0,0,0,0,0,0,0,0,0,3,1,2,2,1
2671,51,5680.9,0,0,0,1,1,1,0,1,1,1,0,3,2,0
6942,35,2441.7,0,1,0,0,1,0,1,1,0,1,1,2,1,0
6882,57,5438.95,1,1,0,0,1,1,0,0,1,3,0,4,2,0
1003,61,5638.3,0,1,0,0,1,0,1,1,0,2,1,2,2,1
2976,45,4735.35,1,0,0,0,0,1,0,1,1,1,1,3,2,0
1054,54,5373.1,1,1,0,0,1,0,0,1,1,1,1,4,2,1
2406,46,4245.55,0,0,0,1,0,0,0,1,0,3,1,4,2,0
5157,45,4200.25,1,0,0,0,0,0,0,1,1,3,1,3,2,0
6539,26,1815.65,0,0,0,0,0,0,0,0,0,3,1,4,2,0
967,1,71.15,1,0,0,0,0,0,0,0,0,3,1,2,2,1
417,42,3384,0,1,0,0,0,0,0,1,0,3,1,4,2,1
5817,53,3686.05,0,1,1,1,1,0,0,0,1,2,0,3,1,0
352,66,7133.25,0,1,0,0,1,1,0,1,1,3,1,4,2,1
1176,42,3229.4,1,1,0,1,0,0,0,0,0,3,1,4,2,1
441,1,50.15,1,0,0,0,0,1,0,0,0,3,1,1,1,1
1102,24,2496.7,1,0,0,0,1,1,0,1,1,3,1,4,2,1
6115,37,2479.25,0,1,0,1,0,1,1,0,0,1,0,4,1,0
882,21,2254.2,0,1,0,1,0,1,0,1,1,3,1,2,2,1
2015,20,1901.65,0,1,0,1,1,0,1,1,0,3,1,2,2,0
4526,45,3541.1,0,1,1,1,1,1,1,1,0,3,0,1,1,0
2333,15,631.4,0,0,0,0,0,0,0,0,0,3,0,1,1,0
5567,34,2157.5,0,0,0,0,0,0,1,1,0,3,0,1,1,0
6446,66,5976.9,0,0,0,0,1,0,0,0,1,3,0,4,2,0
5774,68,5762.95,0,1,0,0,1,1,0,0,0,1,0,4,2,0
1662,71,6585.35,0,1,0,0,0,0,0,1,1,2,1,3,2,1
3357,71,7382.85,1,0,0,0,1,0,1,1,1,1,0,3,2,0
5067,72,7746.7,1,0,0,1,1,0,1,1,1,2,1,3,2,0
6070,49,4060.9,1,0,0,1,1,1,1,0,1,2,0,4,1,0
6793,8,645.8,0,1,1,1,1,0,1,0,1,2,1,4,1,0
1400,37,2345.2,0,0,0,0,0,0,0,1,1,3,1,2,1,1
3796,1,70.1,0,0,0,0,0,0,0,0,0,3,0,2,2,0
4403,11,617.85,0,0,0,1,0,0,1,0,0,1,1,1,1,0
5134,34,3000.25,0,1,0,0,1,0,0,0,1,3,0,1,2,0
5154,63,6218.45,0,0,0,1,1,1,0,1,0,2,0,4,2,0
130,6,502.85,0,1,0,0,0,0,1,0,0,3,1,2,2,1
2784,3,168.6,0,1,1,0,1,0,0,1,0,3,1,4,1,0
4725,26,2083.1,0,1,1,0,0,1,1,1,1,1,1,4,1,0
71,18,1779.95,0,1,0,0,0,1,0,1,1,3,0,1,2,1
89,2,168.2,0,0,0,0,0,0,0,1,1,3,1,2,2,1
919,5,237.25,1,0,0,0,0,1,0,0,0,3,0,2,1,1
427,9,655.9,0,1,0,0,0,1,0,0,0,3,1,3,2,1
5439,65,6812.95,0,1,0,1,0,1,0,1,1,3,1,2,2,0
907,42,4512.7,0,1,0,0,0,1,1,1,1,3,1,3,2,1
2342,25,2395.7,0,1,0,0,0,0,1,1,1,3,1,2,2,0
2128,64,6430.9,1,1,0,1,1,1,0,0,1,1,0,3,2,0
2196,72,8468.2,0,1,0,1,1,1,1,1,1,2,1,4,2,0
4666,42,4222.95,0,0,0,0,0,0,1,1,1,3,1,2,2,0
4635,60,6572.85,0,1,0,1,0,1,1,1,1,3,1,3,2,0
6652,52,5364.8,0,0,0,0,1,1,0,1,1,3,1,2,2,0
145,4,346.2,1,0,0,0,0,1,0,1,0,3,1,2,2,1
6691,9,704.3,0,0,0,0,0,1,0,0,0,3,1,2,2,0
2884,61,6145.2,0,1,1,0,1,0,1,1,1,1,1,3,2,0
6075,27,1498.65,0,0,0,1,1,0,0,0,0,2,0,3,1,0
1056,2,131.65,1,0,0,0,0,0,0,0,0,3,1,2,2,1
148,65,6786.4,1,1,0,1,0,1,0,1,1,3,0,3,2,1
2118,68,6148.45,0,0,0,1,1,1,1,1,1,2,1,2,1,0
1480,29,2265.25,0,1,0,0,1,0,0,0,0,3,1,3,2,1
4501,30,2595.85,1,0,0,1,0,0,0,0,1,3,1,4,2,0
4556,49,3721.9,0,0,0,0,0,1,1,1,1,2,1,3,1,0
5507,62,3753.2,0,1,0,0,1,1,1,0,0,2,1,4,1,0
1387,1,80.05,0,1,0,0,0,0,0,1,0,3,1,1,2,1
4540,72,6129.2,0,1,1,1,1,1,1,1,1,2,0,3,1,0
3254,47,4563,0,1,0,0,0,0,0,1,1,1,1,4,2,0
514,11,825.7,0,1,0,0,0,0,0,0,0,3,1,2,2,1
5101,22,1706.45,0,1,0,0,0,0,0,1,0,3,1,4,2,0
2257,55,4713.4,0,1,1,0,0,0,0,0,1,3,0,3,2,0
1077,1,78.05,0,0,0,0,0,0,0,1,0,3,0,2,2,1
4229,40,4178.65,0,1,0,0,1,1,0,1,1,1,1,3,2,0
2494,60,5774.55,1,1,1,1,1,0,0,0,1,3,1,2,2,0
1673,60,6441.4,1,0,0,0,0,1,1,1,1,1,1,2,2,1
4535,21,1558.7,0,0,0,0,0,0,0,0,0,3,1,2,2,0
5635,47,2723.4,0,1,0,0,1,0,0,1,0,3,1,3,1,0
3814,1,83.4,0,0,0,1,1,0,1,0,0,3,1,1,2,0
1444,11,926.25,0,0,0,0,0,0,1,0,0,3,1,2,2,1
4730,3,212.4,0,0,0,0,0,0,0,0,0,3,1,2,2,0
2514,64,5822.3,0,1,1,1,0,1,0,0,1,2,0,3,2,0
4272,17,1096.65,0,1,1,1,0,0,1,0,0,1,1,1,1,0
379,2,193.6,0,0,0,0,0,1,0,1,0,3,1,2,2,1
4395,72,7104.2,0,1,0,1,1,1,1,0,0,2,1,3,2,0
2486,47,4889.3,0,0,0,0,1,1,0,1,1,1,1,2,2,0
2450,17,1175.6,0,1,0,1,1,0,0,0,1,1,0,1,1,0
6909,44,2924.05,0,1,1,0,1,1,1,0,0,3,1,1,1,0
5036,45,3349.1,0,0,0,1,0,0,1,0,1,2,0,1,1,0
1774,3,209.1,0,0,0,0,0,0,0,0,0,3,0,1,2,1
1778,40,3233.85,1,0,0,1,1,0,0,0,0,3,1,4,2,1
1179,55,5283.95,0,0,0,0,0,0,0,1,1,3,1,2,2,1
6427,68,5733.4,0,1,1,0,1,0,1,0,0,1,1,3,2,0
6680,62,3425.35,0,1,1,1,0,1,0,0,0,1,0,4,1,0
6814,70,5979.7,0,1,1,0,1,1,1,1,1,2,1,2,1,0
1737,1,68.65,0,0,0,0,0,0,0,0,0,3,0,2,2,1
1442,6,474.9,1,1,0,0,0,0,0,0,1,3,1,2,2,1
3633,43,2169.4,0,1,1,0,1,0,0,0,0,3,0,1,1,0
2172,60,5812,0,1,0,1,0,1,0,1,0,1,1,3,2,0
1432,1,69.55,1,1,0,0,0,0,0,0,0,3,1,2,2,1
5280,72,8332.15,0,1,0,1,1,1,1,1,1,2,0,4,2,0
489,1,45.95,0,0,0,0,0,0,0,0,0,3,0,1,1,1
4473,57,3053,0,1,1,1,1,0,0,0,0,1,0,2,1,0
8,47,4749.15,0,1,1,0,1,0,0,1,1,3,1,2,2,1
1089,25,2043.45,0,0,0,0,0,0,0,0,1,3,1,2,2,1
511,24,1210.4,0,0,0,1,0,0,0,0,0,3,1,3,1,1
1551,10,1060.2,0,0,0,0,0,1,0,1,1,3,1,2,2,1
784,32,2276.95,1,0,0,0,1,0,0,0,0,3,1,2,2,1
6738,7,633.45,0,0,0,0,1,0,0,1,1,1,1,1,2,0
4804,51,4126.2,0,0,0,1,1,1,1,1,0,1,1,4,1,0
2730,71,5831.2,1,1,0,1,1,1,1,0,1,2,1,3,1,0
6473,60,4543.95,0,1,1,0,1,0,1,1,1,2,0,3,1,0
2791,56,5744.35,0,1,0,0,0,1,1,1,1,2,0,3,2,0
5859,64,6375.8,0,1,0,1,0,1,0,1,1,2,1,3,2,0
2985,41,2877.05,0,0,0,0,0,1,1,0,1,1,1,2,1,0
6250,72,4855.35,0,1,1,1,1,0,1,1,0,2,0,3,1,0
2051,72,6350.5,0,0,0,0,1,1,1,1,1,2,0,3,1,0
6797,40,3488.15,0,0,0,0,1,0,1,0,1,1,1,4,2,0
3487,17,1070.7,0,1,0,0,0,1,1,0,0,1,1,1,1,0
6632,14,641.25,0,1,0,0,0,0,0,0,0,1,0,2,1,0
230,17,1625.65,0,0,0,1,0,0,0,1,1,3,0,2,2,1
1747,66,7432.05,1,0,0,0,1,1,1,1,1,1,0,4,2,1
2481,25,2088.05,0,0,0,0,0,0,0,1,0,3,1,1,2,0
1426,20,1174.35,1,0,0,0,0,0,0,0,1,3,1,1,1,1
2983,14,1203.9,0,1,1,0,0,0,0,1,0,3,1,2,2,0
3649,42,3923.8,0,1,1,1,1,0,0,1,0,1,1,4,2,0
6488,70,7188.5,0,1,0,0,0,1,1,1,1,2,1,3,2,0
6386,71,8175.9,0,1,1,1,1,1,1,1,1,2,1,3,2,0
2658,20,1055.9,1,0,0,1,0,0,1,0,0,1,0,1,1,0
1979,65,6416.7,0,1,0,1,1,0,1,1,0,2,1,4,2,0
1326,66,6981.35,0,1,0,1,0,1,0,1,1,2,1,4,2,1
1731,15,1130.85,0,0,0,0,0,0,0,0,0,3,1,1,2,1
323,16,1529.2,1,0,0,0,0,0,0,1,1,3,1,2,2,1
2664,3,200.2,0,1,1,0,0,0,0,0,0,3,1,2,2,0
3849,71,6029.9,0,1,1,1,1,1,1,1,1,2,0,3,1,0
6068,70,7752.05,0,1,0,0,1,1,1,1,1,2,1,2,2,0
1538,1,79.35,0,1,0,0,0,0,0,1,0,3,1,3,2,1
3107,72,6083.1,0,1,0,1,1,1,0,1,1,2,1,2,1,0
261,18,990.85,0,1,0,0,0,1,0,0,1,3,0,2,1,1
2232,15,1415,0,0,0,0,1,0,0,1,1,3,1,2,2,0
2085,23,1940.8,0,1,0,0,1,1,1,0,0,1,0,1,2,0
663,46,4154.8,0,0,0,1,1,0,0,0,1,3,1,2,2,1
1455,1,81.1,0,0,0,0,0,0,0,0,1,3,1,2,2,1
6167,7,533.05,1,1,0,0,0,0,0,0,0,3,1,2,2,0
2461,24,1832.4,0,1,0,1,1,0,0,1,1,1,0,2,1,0
1580,7,608.8,0,1,0,0,1,0,1,1,0,3,1,2,2,1
3014,31,2471.6,0,1,0,0,1,0,1,1,1,2,0,3,1,0
487,19,1441.1,0,1,0,1,0,0,0,0,0,3,1,2,2,1
2422,30,3327.05,0,0,0,0,1,1,1,1,1,1,0,4,2,0
1292,4,340.85,0,0,0,0,0,0,0,1,0,3,1,2,2,1
302,12,1052.4,0,0,0,0,1,0,0,1,0,3,1,3,2,1
344,39,3474.45,0,1,0,0,1,1,1,0,0,1,1,2,2,1
2872,51,4421.95,0,1,0,1,1,1,1,1,1,2,0,4,1,0
446,3,264.8,0,0,0,0,0,0,0,0,1,3,1,2,2,1
2676,1,80.55,0,0,0,0,0,0,0,1,0,3,1,2,2,0
4991,71,5708.2,0,0,0,1,1,1,1,0,1,2,0,3,1,0
5994,17,1207,0,0,0,0,0,0,0,0,0,3,1,2,2,0
5616,53,3729.6,0,1,1,1,1,0,1,1,0,2,1,1,1,0
4524,25,2338.35,0,1,0,0,0,0,1,1,1,3,1,4,2,0
6066,11,864.85,1,1,1,0,0,1,0,0,0,3,1,4,2,0
1853,8,778.1,0,0,0,0,0,0,0,1,1,3,0,3,2,1
4514,40,3292.3,0,1,1,0,0,1,0,0,0,3,1,2,2,0
6056,72,5329,1,1,0,0,0,1,0,1,1,2,1,4,1,0
827,5,465.05,0,1,0,0,1,0,1,1,1,3,1,1,2,1
3098,66,7031.3,0,1,1,1,1,1,0,1,1,1,1,3,2,0
3126,3,196.4,1,0,0,0,0,1,0,0,0,3,0,2,2,0
6919,52,5025.8,0,1,0,0,1,1,0,1,0,3,0,3,2,0
5528,59,5597.65,0,1,0,1,1,0,0,1,0,3,1,2,2,0
1523,68,6581.9,1,1,0,1,1,0,0,0,1,1,1,4,2,1
522,1,45.7,0,1,0,0,0,0,0,0,0,3,1,2,1,1
5458,48,2789.7,1,1,0,0,1,0,0,0,1,1,1,3,1,0
4922,67,3870,0,0,0,1,1,0,1,0,0,1,0,4,1,0
1120,17,1454.15,0,1,0,1,1,1,0,0,0,3,0,4,2,1
3659,11,651.55,0,0,0,0,0,1,1,0,0,1,0,3,1,0
757,48,2896.4,0,0,0,1,0,1,1,0,0,1,1,4,1,1
5094,21,1714.95,0,1,0,1,0,1,1,1,1,1,0,1,1,0
4233,72,6520.8,0,1,0,1,1,1,1,1,1,2,0,3,1,0
2858,64,4688.65,0,1,0,1,0,1,0,1,1,1,1,4,1,0
6999,72,5237.4,0,1,1,1,1,1,1,0,1,2,1,2,1,0
6550,2,136.05,0,0,0,0,0,0,0,0,0,3,1,1,2,0
477,1,45.1,1,0,0,0,0,0,0,0,0,3,0,2,1,1
5602,55,4154.55,1,1,1,1,0,1,1,1,0,1,0,2,1,0
2897,24,1938.05,0,0,0,1,0,0,1,0,0,3,1,2,2,0
3265,16,1083.7,0,0,1,1,1,0,0,0,1,3,1,2,1,0
5949,21,1747.2,0,0,1,1,0,0,0,0,0,3,0,2,2,0
4741,52,5647.95,1,1,0,1,1,1,0,1,1,3,1,2,2,0
2462,72,4908.25,0,0,0,1,1,1,1,0,0,2,0,3,1,0
4670,18,1359.45,1,0,0,0,1,0,0,0,0,3,1,2,2,0
4690,51,3950.85,0,1,0,0,1,0,1,1,1,1,1,4,1,0
500,44,3862.55,0,0,0,0,1,1,0,0,0,3,1,3,2,1
3691,8,659.45,0,1,0,0,0,0,0,0,1,3,1,3,2,0
1618,5,259.8,0,0,0,1,0,0,1,0,0,3,0,4,1,1
2832,66,3810.8,0,1,0,1,1,0,1,0,0,2,1,4,1,0
5065,11,838.7,0,0,0,1,0,0,0,0,0,3,0,2,2,0
1385,1,79.65,0,0,0,0,0,0,0,1,0,3,1,2,2,1
4354,46,4408.45,0,0,0,0,1,1,0,0,1,1,1,2,2,0
1750,22,1193.05,0,0,0,0,1,0,1,0,0,1,1,4,1,1
4053,51,5038.15,0,0,0,0,1,1,0,1,1,3,1,2,2,0
2242,71,5676,1,1,0,1,0,0,0,0,0,2,1,4,2,0
122,8,680.05,0,1,0,0,1,0,0,1,0,3,1,2,2,1
3607,67,3838.2,0,1,1,1,1,0,0,0,0,2,1,3,1,0
2392,72,4811.6,0,1,0,1,0,1,1,0,0,2,1,4,1,0
1491,1,79.6,0,0,0,0,0,0,0,0,1,3,0,2,2,1
5888,71,6856.95,0,1,0,1,1,0,0,1,0,1,0,1,2,0
4031,68,6683.4,0,1,1,1,1,0,1,0,1,2,0,3,2,0
6920,63,5224.5,0,1,0,1,0,1,0,0,0,1,1,4,2,0
3913,64,7396.15,0,1,0,1,1,1,1,1,1,1,1,2,2,0
3432,41,3023.55,0,1,1,1,1,1,0,1,0,3,1,4,1,0
6575,54,3529.95,1,0,0,0,0,1,1,0,1,1,0,3,1,0
4087,2,144.8,0,0,0,0,1,0,0,0,0,3,1,2,2,0
3772,42,4303.65,0,1,1,0,0,1,1,1,1,2,1,2,2,0
1965,33,3027.65,0,0,0,1,0,0,1,1,0,2,1,2,2,0
5793,32,2316.85,0,1,1,1,1,1,1,0,1,2,0,1,1,0
5503,39,3767.4,0,1,1,0,0,0,1,1,1,3,1,4,2,0
1874,62,3487.95,0,0,0,1,1,0,0,0,0,1,0,3,1,0
6133,14,767.55,0,0,0,0,1,0,0,0,0,3,1,4,1,0
5509,63,5329.55,1,1,0,1,1,1,1,1,1,1,1,3,1,0
1608,3,151.3,0,0,0,0,0,0,0,0,0,3,1,1,1,1
4428,4,199.75,0,0,0,0,0,0,0,0,0,3,1,2,1,0
2321,16,1170.5,0,0,0,0,0,0,1,0,0,3,1,4,2,0
2679,5,259.4,0,1,1,0,0,0,1,0,0,3,1,1,1,0
3509,70,7349.35,1,1,0,0,1,0,1,1,1,2,1,3,2,0
459,14,1178.4,0,0,0,0,0,0,1,1,0,3,1,2,2,1
6431,5,374.8,1,0,0,1,1,0,0,0,0,3,0,2,2,0
1245,1,60.1,0,0,0,0,1,0,1,0,0,3,0,1,1,1
2871,72,6474.4,0,1,0,1,1,1,1,1,1,2,0,3,1,0
2534,32,2619.25,1,0,0,0,0,1,0,0,0,3,1,4,2,0
943,2,81,0,0,0,0,0,0,0,0,0,3,0,1,1,1
2311,71,6668.05,0,1,0,1,1,1,1,1,1,2,0,2,1,0
1840,70,6859.5,0,1,0,0,1,0,0,1,1,2,0,3,2,1
6179,55,2832.75,0,0,0,1,0,0,0,0,0,3,1,4,1,0
941,3,165.2,0,0,0,1,1,0,0,0,0,3,0,2,1,1
1863,1,70.65,0,1,1,0,0,0,0,0,0,3,1,1,2,1
3761,8,487.75,0,0,0,1,0,0,0,1,0,3,1,2,1,0
6010,11,733.95,0,0,0,1,0,1,0,0,1,3,0,3,1,0
440,46,4399.5,0,0,0,0,0,0,0,1,1,3,0,3,2,1
5058,40,2731,0,0,0,1,0,1,0,0,1,3,0,2,1,0
